BioCycID	Metabolites	B_thuringiensis_70323_A	B_thuringiensis_70323_B	B_thuringiensis_70323_C	B_thuringiensis_70323_D	B_toyonensis_70323_A	B_toyonensis_70323_B	B_toyonensis_70323_C	B_toyonensis_70323_D	B4UZN_Ctrl_70323_A	B4UZN_Ctrl_70323_B	B4UZN_Ctrl_70323_C	B4UZN_Ctrl_70323_D	B4UZN_Ctrl_70323_E	C_flaccumfaciens_70323_A	C_flaccumfaciens_70323_B	C_flaccumfaciens_70323_C	C_flaccumfaciens_70323_D	Microbacterium_70323_A	Microbacterium_70323_B	Microbacterium_70323_C	Microbacterium_70323_D_and_E	R_qingshengii_70323_A	R_qingshengii_70323_C	R_qingshengii_70323_D	Shared_metab_70323_A	Shared_metab_70323_B	Shared_metab_70323_C	Shared_metab_70323_D	Shared_metab_70323_E
 CPD-22851	PANTOTHENATE_HILPos	26.11410131	26.0435254	26.26118932	26.32611595	26.15325959	25.84466122	26.32447944	26.37711684	25.69823911	25.62501061	25.68797315	25.71648596	25.6398455	26.45223936	26.61923387	26.07063541	26.44806374	26.54504351	26.59291678	26.5792355	26.58285984	26.56503351	26.5747378	26.60383686	26.74590672	26.69484777	26.70498151	26.48361785	26.62106674
CPD-12988	Phenanzine-1_6-dicarboxylic acid_HILPos	23.39935013	24.40097187	23.45461286	23.91927803	23.35936004	23.04024719	23.39237044	23.58629885			15.09235824			23.75400651	23.49499004	22.55512654	23.77684013	24.32213406	23.58620242	23.57661018	23.94891193	23.58880209	23.76325384	23.61369088	23.56460839	23.75025378	23.53506293	24.30773517	23.65568336
 CPD-19104	Phenanzine-1_6-dicarboxylic acid_HILPos	23.39935013	24.40097187	23.45461286	23.91927803	23.35936004	23.04024719	23.39237044	23.58629885			15.09235824			23.75400651	23.49499004	22.55512654	23.77684013	24.32213406	23.58620242	23.57661018	23.94891193	23.58880209	23.76325384	23.61369088	23.56460839	23.75025378	23.53506293	24.30773517	23.65568336
PIPERIDINE	Piperidine_HILPos	27.84364676	28.4052835	27.84961252	28.37203482	27.86108452	27.71134643	27.98851002	27.9292185	24.47971149	24.15776833	24.16135225	24.31897094	23.81161021	27.84122232	27.89305349	29.88401483	28.12503372	28.06521345	28.0155553	28.00109104	28.20770957	27.74069996	27.75169836	27.8074596	28.00269203	27.92582178	27.91718875	28.13888319	27.87080307
 CPD-22921	Piperidine_HILPos	27.84364676	28.4052835	27.84961252	28.37203482	27.86108452	27.71134643	27.98851002	27.9292185	24.47971149	24.15776833	24.16135225	24.31897094	23.81161021	27.84122232	27.89305349	29.88401483	28.12503372	28.06521345	28.0155553	28.00109104	28.20770957	27.74069996	27.75169836	27.8074596	28.00269203	27.92582178	27.91718875	28.13888319	27.87080307
CPD-24777	Piracetam_HILPos	23.29190403	23.58671884	23.32929197	23.35764223	23.32748446	23.6131682	23.2869332	23.5647208	23.17782158	22.96864978	23.03861081	23.22737928	23.01163223	23.37995471	23.58417922	23.00390665	23.49443269	23.56157167	23.41164409	23.33848969	23.47692036	23.27295938	23.28188205	23.38777256	23.47321072	23.51590622	23.54620827	23.46929336	23.47821869
 ECTOINE	Piracetam_HILPos	23.29190403	23.58671884	23.32929197	23.35764223	23.32748446	23.6131682	23.2869332	23.5647208	23.17782158	22.96864978	23.03861081	23.22737928	23.01163223	23.37995471	23.58417922	23.00390665	23.49443269	23.56157167	23.41164409	23.33848969	23.47692036	23.27295938	23.28188205	23.38777256	23.47321072	23.51590622	23.54620827	23.46929336	23.47821869
CPD-20057	2-(1H-indol-3-yl)ethanamine_HILPos	26.43060358	26.77284483	26.54301173	26.69229447	26.44503571	26.30600124	26.48613889	26.71987423	22.68949264	21.2804996	22.54431806	22.91510026	22.1504829	26.36299081	24.70174502	25.44927895	24.55916081	26.40388528	24.37059611	24.64263103	26.48789278	26.24514144	24.03905492	26.25183733	26.53366293	26.51322266	26.49368427	26.52544971	26.37925383
2-AMINOPHENOL	2-AMINOPHENOL_HILPos	25.82610629	26.13369588	26.00697191	25.9111083	25.90979921	25.61908314	25.88273191	26.08680946	22.14473024	21.88981357	22.05387882	21.99191259	22.03445978	25.93063458	25.979006	25.07160249	26.05033234	25.96406334	25.94546724	26.05214112	25.90672158	26.18643459	26.03574608	25.81471583	25.94080137	25.96643953	25.97489074	25.94580835	25.84135843
CPD-22921	2-Methylpyrrolidine; CE10; RGHPCLZJAFCTIK-UHFFFAOYSA-N_HILPos	20.67725496	21.12355083	20.62868025	20.47977609	21.06293396	20.9544817	20.55508542	20.24711608	25.33410453	25.7933328	24.77212102	25.21274574	25.05635159	20.28572808	21.52088632	22.80019701	21.09498728	20.79247462	20.80644751	20.74872766	20.80297934	21.01698554	20.05679327	20.67501216	20.48659674	20.22791545	21.50203755	21.24189118	20.17667973
CPD-20407	2`-O-Methylguanosine_HILPos	23.47951012	23.88760491	23.71174759	23.73336686	23.51157783	24.21371324	23.81469194	23.86360871	21.20151232	21.05651453	21.17783091	21.24733111	21.15240783	24.13236745	24.26252681	23.95883024	24.1582501	24.40482409	24.34378322	24.33448002	24.3227005	24.17735959	24.10492498	24.27544438	24.30368007	24.20764654	24.35839161	24.33331584	24.17094411
3-Methyl-Adenines	3-METHYLADENINE_HILPos	26.39898173	26.47184053	26.43518269	26.6340437	26.23978473	27.62770982	26.40276763	26.48153707	24.15018174	24.12685721	24.09584544	24.25794899	24.11353724	26.22406695	26.34494434	25.46982861	26.20040331	25.47555462	25.68424926	25.53465873	25.59959338	26.14656253	26.14845931	26.14972765	26.34073244	26.23974384	26.37851818	26.22891171	26.19836471
CPD-10829	4-(Dimethylamino)pyridine_HILPos	24.59827961	24.65113752	24.5825639	24.24708892	24.38863383	24.67828409	24.51242909	24.44489419	25.42432426	25.24109141	25.24491543	25.332355	25.25617811	24.61781488	24.71883814	24.27449801	24.89661381	24.30893721	24.7254692	24.39664741	24.26703318	24.25012256	24.25121903	24.72659678	24.47044646	24.46523853	24.53614549	24.50657286	24.13776785
CPD-7669	4-ACETAMIDOPHENOL_HILPos	24.17456199	24.28675555	24.27632342	24.37181457	24.32745683	24.02411476	24.25378126	24.34200606	23.16252754	23.01557824	23.10333381	23.12120776	23.10789684	24.24091977	24.38153187	23.74101194	24.32980637	24.31128784	24.26765849	24.2208562	24.36764369	24.055496	23.85101244	24.15435133	24.26309252	24.36091897	24.09102342	24.35039793	24.09815093
CPD-981	4-Acetylaminophenylacetic acid_HILPos	23.85648236	24.14166233	24.0511687	23.98906816	23.57615533	23.2550285	24.08271352	24.10947591	20.69224811	22.37906275	20.83562306	22.54555833	22.56501749	23.85497432	24.09026656	23.77137135	24.13579638	23.96586939	24.19579045	24.14013132	24.11436671	23.83067052	23.87230678	23.82973692	24.06872011	24.03555565	24.13234137	24.01424728	23.99716464
P-AMINO-BENZOATE	4-AMINOBENZOIC ACID_HILPos	23.63782115	23.66485779	23.62774702	23.74118306	23.82152024	23.68403675	23.44679167	23.39163788	22.45571049	22.41322304	22.55970465	22.6055615	22.45572333	23.83776793	23.85406029	23.37080428	23.81780354	23.62505866	23.60680637	23.52914015	23.49168943	23.54853724	23.65375424	23.68282312	23.44787093	23.44737675	23.42712612	23.48886741	23.4692159
CPD-592	4-GUANIDINOBUTANOATE_HILPos	28.58530366	29.05152611	28.64945528	28.76643059	28.37541878	28.74993995	28.92407273	28.73454882	29.45912818	29.09358363	29.40331623	29.52634792	29.42416945	28.95526801	28.9084376	28.70338858	29.0005156	28.98821745	29.02274271	28.76825351	29.00475739	28.91812562	28.70020541	29.015493	29.16325955	29.10533281	29.03868361	29.33878956	28.8622136
CPD-3687	5-Aminovaleric acid betaine; CE10; CDLVFVFTRQPQFU-UHFFFAOYSA-N_HILPos	23.7766789	23.67454122	24.04034619	23.92428928	23.79771448	24.02579351	24.06238461	23.95107733	24.16612364	24.11699889	24.17057838	24.20613322	24.22669613	23.89099781	24.18880263	23.84945038	23.99752951	24.20086453	24.16076822	24.10142205	23.95780651	23.8360932	24.00545638	24.05161259	24.12963198	24.02631733	24.12789351	23.40260395	23.92986261
ADENINE	Adenine_HILPos	29.83813389	29.74638778	29.73288639	29.67796102	29.56641526	30.77658944	29.31881884	29.55569661	29.88661965	29.72180523	29.83854689	29.88475157	29.82611775	28.46078803	27.99527997	27.48275118	27.61718942	27.83852769	27.88868051	27.78739028	28.06368022	26.88985179	26.75897874	26.82594488	27.97745573	27.97032761	27.87277154	27.98213422	27.86608473
ADENOSINE	ADENOSINE_HILPos		14.96011316		14.92088158	14.47940453	15.92201638	14.85659469	14.6053158	27.056553	26.71922412	26.85463156	27.41147345	26.73387825				14.98700927	13.437863				14.45869823		15.75630896	14.89688592	12.2152667	14.88886721	15.28630901	
AMP	ADENOSINE 5'-MONOPHOSPHATE_HILPos	21.11758763	19.39042763	21.58193207	20.03441717	20.92903494	19.98106144	21.31837243	21.58326222	26.46832817	21.47500353	26.39593052	26.30690674	26.31657452	21.88237719	21.79671637	21.13215173	21.93571661	21.66095065	21.7657669	21.78892747	21.12883833	21.25899064	21.60566555	21.97906412	22.01697612	21.75734556	21.99905987	20.2251	21.89393625
L-ASPARTATE	Aspartic acid_HILPos	23.35902981	23.69256185	23.37248338	16.36191917	23.32234511	17.03753812	19.91660926	23.33777496	26.16809458	26.99153795	26.91872205	21.49489032	26.06395229	23.72592329	23.79591267	24.91701946	23.62325912	23.64174351	23.55226369	20.16150819	23.70846334	20.83709426	23.1893171	23.3881601	23.21104272	23.2336479	20.17145021	23.30435806	20.01040957
CPD-809	Biuret_HILPos	28.87529789	28.97289558	29.00692866	28.92194387	28.9370121	29.03061536	28.9748413	29.08686898	29.04408268	28.96455358	29.02826171	28.98240213	28.94688637	28.9364205	29.19809421	28.69984088	29.17900415	29.1209554	29.15914074	29.08320049	28.97493864	28.77333417	28.95941024	28.94822138	29.0088471	28.9778338	29.09110833	28.96302782	29.01698663
CADAVERINE	Cadaverine_HILPos	26.64902949	27.17717361	26.63402395	27.18128036	26.63488373	26.44854463	26.79894032	26.73662479	21.02582628	20.95716276	21.17430738	21.28292254	21.09818108	26.59282801	26.66777436	28.59930867	26.94634993	26.83341036	26.82100778	26.82465288	27.00748013	26.52849117	26.53307084	26.56504605	26.83641117	26.70551548	20.89808385	26.88781386	26.65780034
CHOLINE	Choline_HILPos	32.80016833	32.95875942	32.86068305	32.9383236	32.68821454	32.56238249	32.81436091	32.89825787	31.50170538	31.42100948	31.50692258	31.57787513	31.45497337	32.82308829	32.98211323	32.86564917	32.85388424	32.88495809	32.94354948	32.89446081	32.97671764	32.76295247	32.77027716	32.75609741	33.01796253	32.94574446	33.00355834	32.89426381	32.83844312
CPD-674	Cinnamic acid_HILPos	25.31036294	25.63684927	25.27942471	25.59973578	25.19676189	25.4636588	25.27835624	25.52594699	26.0633643	25.97047438	26.18174013	26.33278553	26.10477897	25.31685616	25.52848968	25.08506385	25.38132913	25.50187432	25.57165526	25.50389035	25.56348358	25.30804634	25.26045082	25.2474196	25.53443036	25.50211698	25.62107338	25.52310732	25.35455459
L-CITRULLINE	citrulline_HILPos	29.19832155	29.82835522	29.31676564	29.43661428	29.17355507	29.10551123	29.28589721	29.35555327	29.14700285	29.06025085	29.14674945	29.10665261	29.05762805	29.26524544	29.326966	29.09432428	29.29882895	29.38480339	29.33364259	29.24989342	29.35919986	29.18671377	29.12843781	29.33594742	29.39672274	29.3859822	29.45380622	29.73707643	29.35088685
CPD-20368	Cyclo-prolylglycine_HILPos	25.32831142	25.38765759	25.54390846	25.42718441	25.32520188	25.48082628	25.46528925	25.46799394	25.79710138	25.50029696	25.65689692	25.58506945	25.58925353	25.42595429	25.63001283	25.2002673	25.64388835	25.62969954	25.66325707	25.59231113	25.4569195	25.34205526	25.42258499	25.45931969	25.52218186	25.55711259	25.58138064	25.4473079	25.51679563
CPD-20369	Cyclo(Leu-Pro)_HILPos	27.81508429	28.13428349	28.02987834	27.9726785	27.86044966	27.88123166	27.9240512	27.8761307	28.59537379	28.32358219	28.58908278	28.3903011	28.45617962	27.99483394	28.14147967	27.74910933	27.96326779	28.14917598	28.08533436	27.96760404	28.04095873	27.85141459	27.81653091	27.97433422	28.02753512	28.07001155	28.02553533	27.9198103	27.89917506
CYCLOPENTANONE	CYCLOPENTANONE_HILPos	26.22626053	26.43137524	26.38146814	26.447496	26.24086582	26.02546721	26.44915195	26.5537322	22.27085485	22.05064759	22.9585414	22.1480228	22.28127826	26.41213949	25.41827995	27.45411658	26.41762133	25.21910147	25.21728465	26.43964253	26.5056642	26.37810282	26.23380851	25.01031457	26.6679963	26.63266921	26.66594781	26.50861177	25.39825832
CPD-7403	Cyromazine_HILPos	24.1429609	24.27393358	23.98651836	24.20461718	24.15847369	24.72429896	24.42956764	24.34266281	23.257768	22.85697027	22.3990203	22.77268034	23.59932057	24.3415147	24.46749101	24.49263554	24.56261499	24.83607891	24.71262227	24.73500368	24.62404951	24.16734812	24.37031759	24.3493868	24.444152	24.38466684	24.44146128	24.50744852	24.41968287
CPD-15099	Cytarabine_HILPos	23.99639581	25.03085116	24.67949603	24.24787595	24.59707398	24.7171848	24.67483647	24.57655423	25.95763201	26.05623721	26.00268391	26.01930023	25.90805095	24.0405491	23.33441152	28.47897742	23.11875341	21.82145734	21.2835914	21.61163854	20.85868191	26.21144216	25.85124661	25.73532932	25.12401373	24.95119199	25.17038485	25.2588154	24.9495598
CYTOSINE	Cytosine_HILPos	25.29508065	26.03293169	25.84158193	25.48369754	25.76281663	25.93928665	25.92129159	25.75568188	27.14502496	27.21527371	27.22272129	27.19501987	27.17615357	25.22513086	24.40243223	29.59471691	20.61004176	22.72616397	22.34437607	22.60370933	21.97909003	27.34832724	26.99234411	26.84887426	26.27856317	26.11411475	26.30426957	26.3007872	26.12220186
D-ALA-D-ALA	D-Ala-D-ala_HILPos	24.06724251	24.00939804	24.20281319	24.1703609	24.04664122	24.20025039	24.18113192	24.22052318	23.79710101	23.86802487	23.8624637	23.87379554	23.84962507	24.0995449	24.26826426	23.95841597	24.23793244	24.27286814	24.33659727	24.23388836	24.21544331	24.07983046	24.1071223	24.13471606	24.24511946	24.22924911	24.33224394	24.06772611	24.09299225
DETHIOBIOTIN	DETHIOBIOTIN_HILPos	24.03606886	24.66694597	24.06516925	24.25357838	23.9859925	24.12207861	24.1361175	24.22821867	24.40990271	24.26216921	24.37443145	24.36045275	24.26812873	24.08342276	24.28980081	23.85480275	24.20231013	24.26936172	24.32680416	24.28675823	24.2709678	24.11529664	24.05280936	24.15827671	24.31667421	24.21638399	24.29206251	24.6236255	24.19064256
CPD-25876	DIETHANOLAMINE_HILPos	24.73666617	24.93586509	24.93586509	24.65405809	24.46448493	24.59707619	24.82214599	24.72981138	21.22711107	21.27304911	21.3968278	21.35313526	21.22433431	24.86002082	24.98822924	24.04482784	21.65415184	24.92492407	24.75269721	24.89403161	24.68854812	24.71308652	24.75452928	24.92967757	24.91512211	24.96541693	24.86133324	24.9126276	24.61444683
ECTOINE	Ectoine_HILPos	28.83476909	29.31361244	29.07692942	29.10557321	28.94959011	28.65366043	28.76890527	28.89390034	25.92593635	26.35208434	26.19552523	26.08770729	25.96017772	28.48536806	28.65174762	27.84312037	28.69192	28.69940527	28.73503782	28.58052014	28.59353908	29.7796541	29.22052404	28.44667979	29.25702042	29.21243006	29.34895335	29.47316105	29.29154963
CPD0-1265	Gabapentin Related Compound E_HILPos	24.66885158	24.11679772	23.99980866	23.69747222	24.7391681	23.8126555	24.55682973	23.88399105	22.75274969	22.74202606	22.81551073	21.42500556	22.67535464	24.81795242	24.64087856	24.29251443	24.65327611	24.81439969	24.64703044	24.57368686	24.48946051	25.28848391	24.90301436	24.50258061	24.6567318	24.72818356	24.57877085	24.70882358	24.56620908
CPD-20391	gamma-Glutamylleucine_HILPos	24.99857242	25.94377817	25.06504202	25.16903744	24.94786226	24.80686228	25.06812037	25.06881571	26.96233614	28.09115074	26.79062427	26.84196993	26.93058608	24.95874282	25.03310048	24.38058008	25.07931512	25.46301832	25.47871544	25.25681817	25.12957249	24.85124365	24.71653661	24.8617638	25.06848156	25.40574956	25.19797055	26.02399935	25.2785515
CPD-23014	gamma-Glutamylmethionine_HILPos	25.31124062	25.75311244	25.47016506	25.4720914	25.17740381	24.61152961	25.48409415	25.55030133	19.98419227	19.84258908	19.98748982	19.82140545	19.31424693	25.77636635	25.73004436	25.30166628	24.93926461	25.74487605	25.73737325	25.67036195	25.58709157	25.35819143	25.31235659	25.54597057	25.79586497	25.76604073	24.77573129	25.9992686	25.66052346
GUANINE	Guanine_HILPos	24.65006514	25.23986734	25.09875608	24.37268037	24.91713177	25.57287514	25.09476148	24.81176885	28.22441387	27.61821987	27.76071653	27.28047214	27.90952545	24.65323041	24.69385803	28.14139561	24.98247427	24.47954499	24.35472353	24.57599781	24.19470177	25.85917885	25.67882915	25.91360889	24.90317188	24.94904416	26.2621936	25.40431306	24.89134445
HISTAMINE	HISTAMINE_HILPos	24.06367541	24.212424	24.17594561	24.21456123	23.97969526	24.15052577	24.13311712	24.23593564	22.95806195	23.0140042	22.88740691	22.68050264	22.83360885	24.13063835	24.33753855	23.91480741	24.25229427	24.26541034	24.33559007	24.28977299	24.2421878	24.02940775	24.08281917	24.13183501	24.28508993	24.2787175	24.31182416	24.23759919	24.16633072
HYPOXANTHINE	Hypoxanthine_HILPos	30.81791675	30.92539048	30.86860924	30.93941564	30.7461318	31.09263809	30.87200938	30.96024609	27.19259623	27.12275413	27.22586847	27.30480749	27.1610936	30.92884435	31.00006193	30.32030396	30.88289271	31.02193778	31.03896287	31.03801172	30.98873724	30.74484824	30.72637307	30.83764058	31.03113769	30.97488379	31.1127081	30.9153439	30.88860683
INDOLE_ACETALDEHYDE	INDOLE-3-ACETALDEHYDE_HILPos	26.71707278	26.92431748	26.85997568	26.84107814	26.66026791	26.69600775	26.82211642	26.89850663	25.60058438	25.43316683	25.60511218	25.59915421	25.53980881	26.86015628	27.03252295	26.7074402	26.99620361	26.99445801	26.96320288	26.98658097	26.91960283	26.74959051	26.74821923	26.86749477	26.9466282	26.93933243	26.95524996	26.9548665	26.89796163
CPD-341	INDOLE-3-ETHANOL_HILPos	22.29915649	22.5231133	22.45163998	22.46390871	22.37166111	22.64626383	22.45288211	22.38130094	22.98068805	22.7647901	23.00162968	23.00850214	22.9923402	22.44792712	22.54375668	22.43186153	22.72999722	22.58184914	22.43978942	22.54737765	22.37871357	22.4332141	22.23472907	22.50396342	22.54049662	22.64006373	22.55538863	22.65451496	22.3832904
CPD-23526	Indoline_HILPos	24.9623004	24.79911999	24.92623251	24.90222774	25.12922697	25.06513131	25.07971243	25.28719711	24.93586509	24.93586509	25.10111038	24.9749759	24.93586509	24.93586509	25.37709704	24.56215832	25.26870507	25.29636886	25.45144929	25.34378161	24.97291643	24.5032509	24.96987002	24.96301648	25.08664662	24.90737953	25.30395511	24.9436052	25.13546533
ILE	Isoleucine_HILPos	24.77396208	24.84176698	24.84092732	24.8781658	24.68652588	24.82601794	24.83061127	24.91153253	24.82370485	24.65006541	24.78709515	24.77612302	24.74570567	24.88516036	24.97921085	24.75172694	24.93246557	24.97083666	24.978626	24.95466737	24.97121997	24.70228652	24.76891266	24.76537333	24.92500998	24.97722268	24.97781147	24.92812498	24.78617157
CPD-468	L-2-Aminoadipic acid_HILPos	24.5301244	24.81893864	24.66424813	24.88182626	24.44705448	24.55885509	24.60128491	24.7352975	26.22459738	26.12489918	26.12702897	26.15420446	26.19272564	24.71996077	24.77690747	25.11476715	24.18618611	24.72013088	24.71556024	24.74127639	24.61986763	24.76129855	24.62308252	24.72995473	24.80829476	24.77541015	24.75499281	24.7977051	24.76018806
ARG	L-Arginine_HILPos	27.47277401	27.72092088	27.60044959	27.5502731	27.71575646	28.43218604	27.36501006	27.57651981	32.25083836	32.14664108	32.28219281	32.3250705	32.15287548	27.96798588	28.33879198	30.59463954	28.26416326	29.5654096	29.36023279	29.28218486	29.39579768	27.04656639	26.66237518	26.71393342	28.0360278	27.9229236	27.97213913	28.02954227	27.91073098
CPD-20027	L-beta-Homolysine_HILPos	26.6222205	26.85618909	26.64601133	26.93622613	26.60224701	26.54835638	26.72454822	26.67094776	26.49154249	26.2862497	26.49155526	27.009257	26.3592416	26.61259693	26.76309626	26.45388727	26.74680583	26.89680302	26.78051478	26.78178261	26.97607232	26.6238551	26.55880749	26.6732195	26.82350197	26.85025537	26.76643296	26.7124712	26.69383476
CARNITINE	L-CARNITINE_HILPos	25.24527647	25.766012	25.38502341	25.43222489	25.17665607	25.53593543	24.62411976	25.31408618	25.68855006	25.37305607	24.9075767	24.78740138	24.7721617	25.32841503	25.37348377	25.20960488	25.42766238	25.487453	25.28334614	25.29783897	24.82864594	25.3533718	25.24005122	25.24995882	25.42001709	25.45115164	25.34434415	25.74503316	25.30084266
GLT	L-Glutamic acid_HILPos	27.97413299	27.47559554	28.10625834	28.07103666	27.82508131	27.72126268	27.97055571	28.18024567	29.40081671	29.84780697	29.74319018	29.34442355	29.5982248	27.73609661	27.78543804	28.45513989	28.02886517	27.13711965	27.35913796	27.23110976	27.14083246	27.88220862	27.74633157	28.0112752	27.90127476	27.91736816	18.86189076	27.3876967	27.83934154
GLN	L-Glutamine_HILPos	23.91058165	23.77142802	23.73656894	23.87808483	23.79901513	24.10253328	23.43947837	23.64589039	28.27689006	28.30082476	28.43291857	28.47497246	28.38080188	23.98779052	24.59527075	25.41201134	23.69430389	23.23350636	23.29460799	23.19138118	23.54538195	23.2091757	23.06521649	22.95360335	24.26013753	24.21900328	24.24146642	24.29565684	24.17333034
HIS	L-Histidine_HILPos	30.35835895	30.56885213	30.45557147	30.49131853	30.28802468	30.21191489	30.43077392	30.52458022	30.61325471	30.5594266	30.64852288	30.56372071	30.51774197	30.64531885	30.7770304	30.58524335	30.675224	30.6981939	30.67104956	30.60716852	30.61064987	30.42771557	30.3863228	30.5464463	30.68330257	30.61799125	30.63335776	30.65881582	30.5419435
HISTIDINOL	L-Histidinol_HILPos	26.59810599	26.7118645	26.66001051	26.72808895	26.50456799	26.34812155	26.70275974	26.77137096	25.68660234	25.60086995	25.68372536	25.75755557	25.60048544	26.8586617	26.87641548	27.75658884	26.7320864	26.87295663	26.85696037	26.79116747	26.77737206	26.60852748	26.6201354	26.65605074	26.89477908	26.85685269	26.84724153	26.79654979	26.76683541
TYR	L-TYROSINE_HILPos	26.67849838	25.90928493	26.71699372	26.65744648	26.63833554	26.75257078	26.73958597	26.7922668	27.24743432	27.07889435	27.17200011	27.08396944	27.17167273	26.68843707	26.99673845	26.70626833	26.9441031	26.7325945	26.96412276	26.89290788	26.68621506	26.58847795	26.698384	26.75045614	26.7748018	26.77073705	26.84250982	25.97042732	26.82536594
LYS	Lysine_HILPos	21.22638238	23.39184833	23.32755006	22.17127567	21.95276777	23.16715676	22.92955445	22.73161775	22.21865995	22.48141451	21.57884722	22.03608315	22.3856964	22.31182622	22.53232637	21.88079932	22.15029785	21.05557192	22.68926981	22.25175504	21.98574869	21.34732132	22.14478724	21.2994203	22.72565514	21.77611008	22.48967336	21.45637901	21.5787783
CPD-15585	Methacrylamide_HILPos	27.99941332	28.09437999	28.08515858	28.04925379	27.97879768	27.87840637	28.17755923	28.12779719	27.59443762	27.49097252	27.63673313	27.52074836	27.62125346	28.19638385	28.3491386	28.06522362	28.29469091	28.30937521	28.31797387	28.2451673	28.14897904	28.02362757	28.03575227	28.07629189	28.24392971	28.24289702	28.21177897	28.18279894	28.17787271
MORPHOLINE	Morpholine_HILPos	26.20404366	26.10434173	25.99087777	26.11246189	26.12666296	26.79987439	26.25521654	26.5700711	23.95045993	23.28928157	24.97340057	24.90009248	24.72468936	26.50605519	26.58210169	26.56878396	26.3394617	26.48758163	26.69132665	26.69021069	26.58345712	26.20229141	26.11107344	26.21205486	26.54586216	26.59780047	26.53523451	26.31534394	26.30576639
CPD-569	N-acetyl putrescine_HILPos	27.17323043	27.12533036	27.29741383	27.19025922	27.18973079	26.86496933	27.27965009	27.35238738	25.63961186	25.46459211	25.49896094	25.45751307	25.57336953	27.36226876	27.57773031	27.46870084	27.66569385	27.45291068	27.5619138	27.48268055	27.29084661	27.25044548	27.26883788	27.39144008	27.36351486	27.36524859	27.40813788	27.12853941	27.39785412
N6N6N6-TRIMETHYL-L-LYSINE	N,N,N-TRIMETHYLLYSINE_HILPos	29.29721347	29.48884081	29.41423948	29.59301526	29.26270672	29.29474613	29.40086997	29.44115545	29.10701539	28.9127787	29.0930452	29.47893499	29.08886803	29.39739148	29.52623183	29.12836267	29.44171586	29.50297096	29.55955451	29.502668	29.61222528	29.33276053	29.29660417	29.40139683	29.51160657	29.48674465	29.48946125	29.4534184	29.41948413
NIACINAMIDE	Niacinamide_HILPos	26.99135986	27.04276555	27.01318628	27.08568485	26.83117993	26.80840911	26.72685025	26.861233	23.13318755	23.08033841	23.23677485	23.0839449	23.16835823	25.95879522	26.25741976	25.97382657	26.1147302	25.68018475	25.98227721	25.48569877	25.8298091	26.28480006	26.33230155	26.38015963	26.72789711	26.66191091	26.67364822	26.57346229	26.42575794
NIACINAMIDE	NICOTINAMIDE_HILPos	22.73477281	22.97943699	23.43588518	22.57839211	22.97862365	23.29098367	22.6165869	23.13363242	31.08163857	31.0156348	31.08549069	30.99827287	30.96672439	22.56973851	21.91045003	22.44492488	20.03875988	22.21416485	22.93171044	22.69065876	22.5867502	22.40014702	22.47873729	22.78100162	22.26600492	22.19778761	22.60931417	22.00451604	21.98934382
O-SUCCINYL-L-HOMOSERINE	O-SUCCINYL-HOMOSERINE_HILPos	24.48880149	24.5880127	24.52153022	24.75215598	24.40710073	24.53082814	24.5658076	24.68895503	24.20974827	24.13775575	24.32644952	24.39913269	24.16394554	24.59641776	24.79613432	24.33184386	24.68090205	24.85595508	24.67760155	24.66310393	24.78547908	24.65375798	24.47235349	24.69560443	24.82543322	24.8538133	22.05726512	24.71984137	24.68022898
CPD-309	Octopine_HILPos	23.97204324	24.47125598	23.99040481	24.06077742	23.84828084	23.54436027	24.09860102	24.13770809	22.87777474	23.37380332	23.36337119	19.68995919	22.90358844	24.30145268	24.2528065	24.26660087	24.31806031	24.22658205	24.20465303	24.14964113	24.19539935	24.04469224	24.02822028	24.19171743	24.18689322	24.13122106	24.23635144	24.36076248	24.12210301
COUMARATE	p-coumaric acid_HILPos	24.86727845	25.97010599	25.07153917	24.9805184	25.21139609	24.91424637	24.55300706	24.68717357	26.09252402	25.81981803	25.93509421	25.89810696	25.96208417	24.51430589	24.37570633	27.11240482	24.67618506	24.92717484	24.37344214	24.52869422	24.41769992	27.31324192	26.49788264	24.76797943	25.54810635	24.835306	25.45522812	26.56211583	25.40258827
PHE	Phenylalanine_HILPos	31.83980427	32.15832535	31.86204282	32.09722864	31.74482112	31.93708405	31.82986025	32.0354536	32.58147892	32.51617787	32.64285984	32.77605374	32.57346337	31.86125195	32.05014112	31.64658799	31.8768751	31.97439281	32.06409172	32.02595816	32.07724471	31.82826947	31.7539941	31.73956509	32.05040433	32.01896402	32.11179971	32.02030714	31.92154691
PRO	Proline_HILPos	24.36951237	24.52863311	24.35978446	24.43475889	24.26681815	24.6304963	24.34948943	24.48384475	23.66140266	23.48712541	23.65466022	23.66378282	23.57040586	24.39373824	24.517262	24.04729769	24.53009187	24.58959571	24.59680084	24.65527915	24.60084231	24.30711649	24.23942932	24.49412598	24.44283895	24.46409704	24.58460444	24.501255	24.39393612
Pterins	PTERIN_HILPos	22.30189375	21.9770123	22.40443269	22.36657484	22.2658996	22.91829428	22.56425618	22.53532596	22.22086969	22.25136495	22.15514931	22.11932905	22.21954766	22.36878315	22.56805046	22.20514473	22.40018713	22.16021363	22.5403063	22.50463507	22.25748355	22.356241	22.30958107	22.2232871	22.51694441	22.61179454	22.59691715	22.15205859	22.37013878
