BioCycID	Metabolites	B_thuringiensis_70323_A	B_thuringiensis_70323_B	B_thuringiensis_70323_C	B_thuringiensis_70323_D	B_toyonensis_70323_A	B_toyonensis_70323_B	B_toyonensis_70323_C	B_toyonensis_70323_D	B4UZN_Ctrl_70323_A	B4UZN_Ctrl_70323_B	B4UZN_Ctrl_70323_C	B4UZN_Ctrl_70323_D	B4UZN_Ctrl_70323_E	C_flaccumfaciens_70323_A	C_flaccumfaciens_70323_B	C_flaccumfaciens_70323_C	C_flaccumfaciens_70323_D	Microbacterium_70323_A	Microbacterium_70323_B	Microbacterium_70323_C	Microbacterium_70323_D_and_E	R_qingshengii_70323_A	R_qingshengii_70323_C	R_qingshengii_70323_D	Shared_metab_70323_A	Shared_metab_70323_B	Shared_metab_70323_C	Shared_metab_70323_D	Shared_metab_70323_E
 CPD0-1500	Pro-Ser_HILNeg	21.04582759	20.84096892	20.81064288	20.83138545	21.01877856	21.78236982	21.02495416	21.1290187	23.8152818	23.54313421	23.55389779	23.74401435	23.99973306	20.04492617	19.92816924	19.57629359	20.51967295	20.25587226	20.05501184	20.2250368	20.15006494	20.21353871	20.63536548	20.0783882	20.84861192	20.32936322	20.45028542	20.6828979	20.34917079
CPD-22295	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 3-METHYLENEOXINDOLE	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 CPD-15131	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 8-HYDROXYQUINOLINE	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 INDOLE-3-CARBOXALDEHYDE	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 QUINOLIN-21H-ONE	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 CPD-20768	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 QUINOLIN-2-OL	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 CPD-25960	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 CPD-15129	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 ISOQUINOLIN-12H-ONE	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
 QUINOLIN-4-OL	Quinolin-3-ol_HILNeg	22.81972585	22.85238521	22.96022297	22.93709491	22.95733723	22.93277824	23.08093908	23.08333402	22.87285193	22.9210397	22.77759454	23.04392023	23.28612763	23.08157948	23.14129182	22.70412117	23.12243657	23.03101083	23.13954289	22.89062949	22.92001547	22.9938159	23.06944861	22.94794988	22.94085071	22.84245217	22.98988384	23.08315868	22.96121732
CPD-9373	Ser-Val_HILNeg	23.82663153	23.3203656	23.37686314	23.34827932	23.94480659	23.46597082	23.43366747	23.41376059	27.67189599	27.71369993	24.74455009	24.81827454	27.92766519	22.31749267	22.24857763	22.53019864	22.3242998	22.80932153	22.74839519	22.70297954	22.21925537	22.61929895	21.84947193	21.91972502	22.14191962	22.02700423	22.79550627	22.91302355	22.343826
 CPD-307	Ser-Val_HILNeg	23.82663153	23.3203656	23.37686314	23.34827932	23.94480659	23.46597082	23.43366747	23.41376059	27.67189599	27.71369993	24.74455009	24.81827454	27.92766519	22.31749267	22.24857763	22.53019864	22.3242998	22.80932153	22.74839519	22.70297954	22.21925537	22.61929895	21.84947193	21.91972502	22.14191962	22.02700423	22.79550627	22.91302355	22.343826
 CPD-11964	Ser-Val_HILNeg	23.82663153	23.3203656	23.37686314	23.34827932	23.94480659	23.46597082	23.43366747	23.41376059	27.67189599	27.71369993	24.74455009	24.81827454	27.92766519	22.31749267	22.24857763	22.53019864	22.3242998	22.80932153	22.74839519	22.70297954	22.21925537	22.61929895	21.84947193	21.91972502	22.14191962	22.02700423	22.79550627	22.91302355	22.343826
 CPD-23022	Ser-Val_HILNeg	23.82663153	23.3203656	23.37686314	23.34827932	23.94480659	23.46597082	23.43366747	23.41376059	27.67189599	27.71369993	24.74455009	24.81827454	27.92766519	22.31749267	22.24857763	22.53019864	22.3242998	22.80932153	22.74839519	22.70297954	22.21925537	22.61929895	21.84947193	21.91972502	22.14191962	22.02700423	22.79550627	22.91302355	22.343826
 CPD-961	Ser-Val_HILNeg	23.82663153	23.3203656	23.37686314	23.34827932	23.94480659	23.46597082	23.43366747	23.41376059	27.67189599	27.71369993	24.74455009	24.81827454	27.92766519	22.31749267	22.24857763	22.53019864	22.3242998	22.80932153	22.74839519	22.70297954	22.21925537	22.61929895	21.84947193	21.91972502	22.14191962	22.02700423	22.79550627	22.91302355	22.343826
N5-METHYLGLUTAMINE	Succinic acid N,N-dimethylhydrazide_HILNeg	26.1098528	26.04338061	26.071277	25.92160175	26.10112142	26.35877529	26.17439754	26.27430964	23.85526577	23.79764329	23.62859233	23.7156001	23.95995075	26.2542486	26.37453705	26.06940267	26.21147931	26.08534902	26.2830173	26.16327227	26.08869044	26.00189015	26.14708616	26.01231401	26.13115417	26.10139863	26.1222768	26.19095076	26.17166786
 CPD-20348	Succinic acid N,N-dimethylhydrazide_HILNeg	26.1098528	26.04338061	26.071277	25.92160175	26.10112142	26.35877529	26.17439754	26.27430964	23.85526577	23.79764329	23.62859233	23.7156001	23.95995075	26.2542486	26.37453705	26.06940267	26.21147931	26.08534902	26.2830173	26.16327227	26.08869044	26.00189015	26.14708616	26.01231401	26.13115417	26.10139863	26.1222768	26.19095076	26.17166786
 CPD-19757	Succinic acid N,N-dimethylhydrazide_HILNeg	26.1098528	26.04338061	26.071277	25.92160175	26.10112142	26.35877529	26.17439754	26.27430964	23.85526577	23.79764329	23.62859233	23.7156001	23.95995075	26.2542486	26.37453705	26.06940267	26.21147931	26.08534902	26.2830173	26.16327227	26.08869044	26.00189015	26.14708616	26.01231401	26.13115417	26.10139863	26.1222768	26.19095076	26.17166786
 D-ALA-D-ALA	Succinic acid N,N-dimethylhydrazide_HILNeg	26.1098528	26.04338061	26.071277	25.92160175	26.10112142	26.35877529	26.17439754	26.27430964	23.85526577	23.79764329	23.62859233	23.7156001	23.95995075	26.2542486	26.37453705	26.06940267	26.21147931	26.08534902	26.2830173	26.16327227	26.08869044	26.00189015	26.14708616	26.01231401	26.13115417	26.10139863	26.1222768	26.19095076	26.17166786
 N-ACETYL-L-24-DIAMINOBUTANOATE	Succinic acid N,N-dimethylhydrazide_HILNeg	26.1098528	26.04338061	26.071277	25.92160175	26.10112142	26.35877529	26.17439754	26.27430964	23.85526577	23.79764329	23.62859233	23.7156001	23.95995075	26.2542486	26.37453705	26.06940267	26.21147931	26.08534902	26.2830173	26.16327227	26.08869044	26.00189015	26.14708616	26.01231401	26.13115417	26.10139863	26.1222768	26.19095076	26.17166786
CPD-23009	Tetradecanedioic acid_HILNeg	23.83544431	23.61564921	23.53160277	23.72537719	23.7187405	24.09659746	23.54821549	23.78088154	19.61970055	20.28037424	17.19861079	17.83504078	15.85408049	23.75988958	23.80635522	23.21565838	23.75638972	23.23011747	23.74411882	23.69832777	23.66920243	23.67191541	23.659353	23.71226048	23.53803028	23.5632112	23.54614855	23.84841589	23.55035915
 CPD-19946	Tetradecanedioic acid_HILNeg	23.83544431	23.61564921	23.53160277	23.72537719	23.7187405	24.09659746	23.54821549	23.78088154	19.61970055	20.28037424	17.19861079	17.83504078	15.85408049	23.75988958	23.80635522	23.21565838	23.75638972	23.23011747	23.74411882	23.69832777	23.66920243	23.67191541	23.659353	23.71226048	23.53803028	23.5632112	23.54614855	23.84841589	23.55035915
CPD-19909	Undecanedioic acid_HILNeg	25.17442687	24.89484573	24.89473847	25.08978891	25.04220519	25.24307618	25.15571529	25.15449595	20.42512839	19.90949029	19.14327406	18.81735933	19.05414826	25.31210267	25.07422371	24.33711804	25.25406544	24.37072767	25.21926763	24.98736167	25.00941996	25.06476158	24.95727502	25.0756592	24.91924022	24.977438	24.89124385	24.32072662	24.88849904
 CPD-19914	Undecanedioic acid_HILNeg	25.17442687	24.89484573	24.89473847	25.08978891	25.04220519	25.24307618	25.15571529	25.15449595	20.42512839	19.90949029	19.14327406	18.81735933	19.05414826	25.31210267	25.07422371	24.33711804	25.25406544	24.37072767	25.21926763	24.98736167	25.00941996	25.06476158	24.95727502	25.0756592	24.91924022	24.977438	24.89124385	24.32072662	24.88849904
CPD-20390	Val-Leu_HILNeg	25.60277147	25.07434514	25.24230203	25.18616256	25.89138344	25.56074996	25.24254544	25.29331355	28.52433247	28.56790803	27.54834892	27.41996561	27.93304178	23.05529484	22.35840775	22.81689131	22.56191042	23.32611828	23.45265919	23.69303133	23.25050036	22.4624235	22.2950223	21.97460779	22.4165416	22.37961512	22.47649037	22.13988193	22.26693685
 CPD-13261	Val-Leu_HILNeg	25.60277147	25.07434514	25.24230203	25.18616256	25.89138344	25.56074996	25.24254544	25.29331355	28.52433247	28.56790803	27.54834892	27.41996561	27.93304178	23.05529484	22.35840775	22.81689131	22.56191042	23.32611828	23.45265919	23.69303133	23.25050036	22.4624235	22.2950223	21.97460779	22.4165416	22.37961512	22.47649037	22.13988193	22.26693685
 CPD-20379	Val-Leu_HILNeg	25.60277147	25.07434514	25.24230203	25.18616256	25.89138344	25.56074996	25.24254544	25.29331355	28.52433247	28.56790803	27.54834892	27.41996561	27.93304178	23.05529484	22.35840775	22.81689131	22.56191042	23.32611828	23.45265919	23.69303133	23.25050036	22.4624235	22.2950223	21.97460779	22.4165416	22.37961512	22.47649037	22.13988193	22.26693685
 CPD-20385	Val-Leu_HILNeg	25.60277147	25.07434514	25.24230203	25.18616256	25.89138344	25.56074996	25.24254544	25.29331355	28.52433247	28.56790803	27.54834892	27.41996561	27.93304178	23.05529484	22.35840775	22.81689131	22.56191042	23.32611828	23.45265919	23.69303133	23.25050036	22.4624235	22.2950223	21.97460779	22.4165416	22.37961512	22.47649037	22.13988193	22.26693685
CPD-20378	Val-Thr_HILNeg	23.20717804	23.0943771	22.77257351	23.76928311	23.10488672	23.55830112	23.10945738	23.21644438	28.19964223	28.77996796	28.5667535	28.64406587	28.88125172	22.0919957	21.72354228	23.99357391	21.84529566	22.0794306	21.82518522	22.08762434	21.98328412	22.852987	21.39522572	21.69378163	21.54844788	21.78882604	21.5030799	22.11055943	21.94871982
 CPD-23028	Val-Thr_HILNeg	23.20717804	23.0943771	22.77257351	23.76928311	23.10488672	23.55830112	23.10945738	23.21644438	28.19964223	28.77996796	28.5667535	28.64406587	28.88125172	22.0919957	21.72354228	23.99357391	21.84529566	22.0794306	21.82518522	22.08762434	21.98328412	22.852987	21.39522572	21.69378163	21.54844788	21.78882604	21.5030799	22.11055943	21.94871982
 CPD-11955	Val-Thr_HILNeg	23.20717804	23.0943771	22.77257351	23.76928311	23.10488672	23.55830112	23.10945738	23.21644438	28.19964223	28.77996796	28.5667535	28.64406587	28.88125172	22.0919957	21.72354228	23.99357391	21.84529566	22.0794306	21.82518522	22.08762434	21.98328412	22.852987	21.39522572	21.69378163	21.54844788	21.78882604	21.5030799	22.11055943	21.94871982
 CPD-306	Val-Thr_HILNeg	23.20717804	23.0943771	22.77257351	23.76928311	23.10488672	23.55830112	23.10945738	23.21644438	28.19964223	28.77996796	28.5667535	28.64406587	28.88125172	22.0919957	21.72354228	23.99357391	21.84529566	22.0794306	21.82518522	22.08762434	21.98328412	22.852987	21.39522572	21.69378163	21.54844788	21.78882604	21.5030799	22.11055943	21.94871982
 CPD-20387	Val-Thr_HILNeg	23.20717804	23.0943771	22.77257351	23.76928311	23.10488672	23.55830112	23.10945738	23.21644438	28.19964223	28.77996796	28.5667535	28.64406587	28.88125172	22.0919957	21.72354228	23.99357391	21.84529566	22.0794306	21.82518522	22.08762434	21.98328412	22.852987	21.39522572	21.69378163	21.54844788	21.78882604	21.5030799	22.11055943	21.94871982
CPD-23014	gamma-Glutamylmethionine_HILPos	25.31124062	25.75311244	25.47016506	25.4720914	25.17740381	24.61152961	25.48409415	25.55030133	19.98419227	19.84258908	19.98748982	19.82140545	19.31424693	25.77636635	25.73004436	25.30166628	24.93926461	25.74487605	25.73737325	25.67036195	25.58709157	25.35819143	25.31235659	25.54597057	25.79586497	25.76604073	24.77573129	25.9992686	25.66052346
GUANINE	Guanine_HILPos	24.65006514	25.23986734	25.09875608	24.37268037	24.91713177	25.57287514	25.09476148	24.81176885	28.22441387	27.61821987	27.76071653	27.28047214	27.90952545	24.65323041	24.69385803	28.14139561	24.98247427	24.47954499	24.35472353	24.57599781	24.19470177	25.85917885	25.67882915	25.91360889	24.90317188	24.94904416	26.2621936	25.40431306	24.89134445
HYPOXANTHINE	Hypoxanthine_HILPos	30.81791675	30.92539048	30.86860924	30.93941564	30.7461318	31.09263809	30.87200938	30.96024609	27.19259623	27.12275413	27.22586847	27.30480749	27.1610936	30.92884435	31.00006193	30.32030396	30.88289271	31.02193778	31.03896287	31.03801172	30.98873724	30.74484824	30.72637307	30.83764058	31.03113769	30.97488379	31.1127081	30.9153439	30.88860683
SER	Serine_HILPos	22.19389156	22.86651782	22.44539387	22.58900497	22.18845256	22.07456434	22.33137854	22.49110348	28.22511074	28.10622147	28.26324248	28.41786511	28.19279856	22.2286994	22.79304727	25.1549024	22.74594935	23.11908363	23.13102654	23.18907705	23.32495976	22.59550374	22.52144177	22.63771891	22.99182151	23.01194346	22.95832595	23.19696026	22.85715641
TRP	Tryptophan_HILPos	28.13005186	28.40144623	28.17368593	28.27414157	28.02394804	28.08975698	28.14637737	28.2323871	29.49984736	29.33235053	29.48837389	29.60869562	29.45237637	28.24795009	28.34041779	28.0947697	28.24815402	28.39688344	28.34191758	28.23436956	28.2845601	28.09574405	28.07259024	28.2039378	28.32364138	28.22773916	28.30571812	28.3789441	28.15711097
CPD-16549	(2R)-6-methylpiperidine-2-carboxylic acid_HILPos	25.75876688	26.32686968	25.88335771	26.03305266	25.69494215	25.88303103	25.92203387	25.9876939	25.77924128	25.55489961	25.76308723	25.78695468	25.6831446	25.94306509	26.0055998	25.52318292	25.97384859	26.15356247	26.11545497	25.95792873	26.12221475	25.81015074	25.83384217	25.88799572	26.04999011	26.0234365	26.04136206	26.22759828	25.87027095
 CROTONO-BETAINE	(2R)-6-methylpiperidine-2-carboxylic acid_HILPos	25.75876688	26.32686968	25.88335771	26.03305266	25.69494215	25.88303103	25.92203387	25.9876939	25.77924128	25.55489961	25.76308723	25.78695468	25.6831446	25.94306509	26.0055998	25.52318292	25.97384859	26.15356247	26.11545497	25.95792873	26.12221475	25.81015074	25.83384217	25.88799572	26.04999011	26.0234365	26.04136206	26.22759828	25.87027095
 CPD-821	(2R)-6-methylpiperidine-2-carboxylic acid_HILPos	25.75876688	26.32686968	25.88335771	26.03305266	25.69494215	25.88303103	25.92203387	25.9876939	25.77924128	25.55489961	25.76308723	25.78695468	25.6831446	25.94306509	26.0055998	25.52318292	25.97384859	26.15356247	26.11545497	25.95792873	26.12221475	25.81015074	25.83384217	25.88799572	26.04999011	26.0234365	26.04136206	26.22759828	25.87027095
 CPD-17175	(2R)-6-methylpiperidine-2-carboxylic acid_HILPos	25.75876688	26.32686968	25.88335771	26.03305266	25.69494215	25.88303103	25.92203387	25.9876939	25.77924128	25.55489961	25.76308723	25.78695468	25.6831446	25.94306509	26.0055998	25.52318292	25.97384859	26.15356247	26.11545497	25.95792873	26.12221475	25.81015074	25.83384217	25.88799572	26.04999011	26.0234365	26.04136206	26.22759828	25.87027095
CPD-19755	(S)-1-carbamoylpyrrolidine-2-carboxylic acid_HILPos	28.4243076	29.09055863	28.57713037	28.7177008	28.458847	28.35211234	28.54474281	28.56964257	28.44045604	28.42696298	28.45244844	28.38955508	28.35279616	28.47688455	28.5586179	28.32832999	28.52454021	28.60527982	28.5525974	28.47567784	28.58775676	28.39700119	28.40012623	28.5543923	28.64455473	28.6136684	28.70459054	28.98099331	28.59567013
 CPD-74	(S)-1-carbamoylpyrrolidine-2-carboxylic acid_HILPos	28.4243076	29.09055863	28.57713037	28.7177008	28.458847	28.35211234	28.54474281	28.56964257	28.44045604	28.42696298	28.45244844	28.38955508	28.35279616	28.47688455	28.5586179	28.32832999	28.52454021	28.60527982	28.5525974	28.47567784	28.58775676	28.39700119	28.40012623	28.5543923	28.64455473	28.6136684	28.70459054	28.98099331	28.59567013
CPD-25953	2-Aminopyridine_HILPos	23.32436123	23.5510173	23.54075364	23.43976444	23.34810592	23.43526526	23.55757362	23.52023074	23.81036362	23.46766368	23.63362627	23.5663433	23.43973368	23.43009424	23.70059752	23.23784031	23.55149386	23.46297093	23.56131678	23.47119553	23.33894695	23.2846202	23.4456013	23.41954664	23.58338068	23.60360398	23.55993689	23.55336165	23.527705
 CPD-25955	2-Aminopyridine_HILPos	23.32436123	23.5510173	23.54075364	23.43976444	23.34810592	23.43526526	23.55757362	23.52023074	23.81036362	23.46766368	23.63362627	23.5663433	23.43973368	23.43009424	23.70059752	23.23784031	23.55149386	23.46297093	23.56131678	23.47119553	23.33894695	23.2846202	23.4456013	23.41954664	23.58338068	23.60360398	23.55993689	23.55336165	23.527705
 CPD-25954	2-Aminopyridine_HILPos	23.32436123	23.5510173	23.54075364	23.43976444	23.34810592	23.43526526	23.55757362	23.52023074	23.81036362	23.46766368	23.63362627	23.5663433	23.43973368	23.43009424	23.70059752	23.23784031	23.55149386	23.46297093	23.56131678	23.47119553	23.33894695	23.2846202	23.4456013	23.41954664	23.58338068	23.60360398	23.55993689	23.55336165	23.527705
 CPD-8864	2-Aminopyridine_HILPos	23.32436123	23.5510173	23.54075364	23.43976444	23.34810592	23.43526526	23.55757362	23.52023074	23.81036362	23.46766368	23.63362627	23.5663433	23.43973368	23.43009424	23.70059752	23.23784031	23.55149386	23.46297093	23.56131678	23.47119553	23.33894695	23.2846202	23.4456013	23.41954664	23.58338068	23.60360398	23.55993689	23.55336165	23.527705
CPD0-1653	2-O-Methyladenosine_HILPos	24.93586509	25.04716299	24.82481593	25.08065793	24.53828725	27.04241918	24.46654255	24.49892215	26.0364703	25.70173297	26.08290216	26.11337996	25.98680744	20.47090593	20.98115655	22.81753185	18.10301027	21.80334147	19.04179987	19.54639843	20.89787685	23.6324992	23.26376768	23.39597045	23.65498466	23.60928472	23.48192177	23.51750968	23.42596875
 CPD-19525	2-O-Methyladenosine_HILPos	24.93586509	25.04716299	24.82481593	25.08065793	24.53828725	27.04241918	24.46654255	24.49892215	26.0364703	25.70173297	26.08290216	26.11337996	25.98680744	20.47090593	20.98115655	22.81753185	18.10301027	21.80334147	19.04179987	19.54639843	20.89787685	23.6324992	23.26376768	23.39597045	23.65498466	23.60928472	23.48192177	23.51750968	23.42596875
 CPD-24500	2-O-Methyladenosine_HILPos	24.93586509	25.04716299	24.82481593	25.08065793	24.53828725	27.04241918	24.46654255	24.49892215	26.0364703	25.70173297	26.08290216	26.11337996	25.98680744	20.47090593	20.98115655	22.81753185	18.10301027	21.80334147	19.04179987	19.54639843	20.89787685	23.6324992	23.26376768	23.39597045	23.65498466	23.60928472	23.48192177	23.51750968	23.42596875
 1-METHYLADENOSINE	2-O-Methyladenosine_HILPos	24.93586509	25.04716299	24.82481593	25.08065793	24.53828725	27.04241918	24.46654255	24.49892215	26.0364703	25.70173297	26.08290216	26.11337996	25.98680744	20.47090593	20.98115655	22.81753185	18.10301027	21.80334147	19.04179987	19.54639843	20.89787685	23.6324992	23.26376768	23.39597045	23.65498466	23.60928472	23.48192177	23.51750968	23.42596875
CPD-22482	2-Piperidone; CE10; XUWHAWMETYGRKB-UHFFFAOYSA-N_HILPos	24.39480656	24.63632008	24.49358077	24.43947617	24.38686515	24.20265774	24.4298666	24.49595882	24.73192374	24.74823832	24.62853176	24.70335499	24.60411986	24.82519444	24.9594538	24.87818194	24.86371814	24.99471106	24.74050229	24.77770145	24.57898835	24.50455205	24.47109113	24.57371416	24.61772863	24.67895858	24.70314801	24.71063292	24.61588551
 CPD-12700	2-Piperidone; CE10; XUWHAWMETYGRKB-UHFFFAOYSA-N_HILPos	24.39480656	24.63632008	24.49358077	24.43947617	24.38686515	24.20265774	24.4298666	24.49595882	24.73192374	24.74823832	24.62853176	24.70335499	24.60411986	24.82519444	24.9594538	24.87818194	24.86371814	24.99471106	24.74050229	24.77770145	24.57898835	24.50455205	24.47109113	24.57371416	24.61772863	24.67895858	24.70314801	24.71063292	24.61588551
 CPD-22476	2-Piperidone; CE10; XUWHAWMETYGRKB-UHFFFAOYSA-N_HILPos	24.39480656	24.63632008	24.49358077	24.43947617	24.38686515	24.20265774	24.4298666	24.49595882	24.73192374	24.74823832	24.62853176	24.70335499	24.60411986	24.82519444	24.9594538	24.87818194	24.86371814	24.99471106	24.74050229	24.77770145	24.57898835	24.50455205	24.47109113	24.57371416	24.61772863	24.67895858	24.70314801	24.71063292	24.61588551
 CPD-12699	2-Piperidone; CE10; XUWHAWMETYGRKB-UHFFFAOYSA-N_HILPos	24.39480656	24.63632008	24.49358077	24.43947617	24.38686515	24.20265774	24.4298666	24.49595882	24.73192374	24.74823832	24.62853176	24.70335499	24.60411986	24.82519444	24.9594538	24.87818194	24.86371814	24.99471106	24.74050229	24.77770145	24.57898835	24.50455205	24.47109113	24.57371416	24.61772863	24.67895858	24.70314801	24.71063292	24.61588551
 CPD-20950	2-Piperidone; CE10; XUWHAWMETYGRKB-UHFFFAOYSA-N_HILPos	24.39480656	24.63632008	24.49358077	24.43947617	24.38686515	24.20265774	24.4298666	24.49595882	24.73192374	24.74823832	24.62853176	24.70335499	24.60411986	24.82519444	24.9594538	24.87818194	24.86371814	24.99471106	24.74050229	24.77770145	24.57898835	24.50455205	24.47109113	24.57371416	24.61772863	24.67895858	24.70314801	24.71063292	24.61588551
 CPD-22478	2-Piperidone; CE10; XUWHAWMETYGRKB-UHFFFAOYSA-N_HILPos	24.39480656	24.63632008	24.49358077	24.43947617	24.38686515	24.20265774	24.4298666	24.49595882	24.73192374	24.74823832	24.62853176	24.70335499	24.60411986	24.82519444	24.9594538	24.87818194	24.86371814	24.99471106	24.74050229	24.77770145	24.57898835	24.50455205	24.47109113	24.57371416	24.61772863	24.67895858	24.70314801	24.71063292	24.61588551
CPD-22295	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 3-METHYLENEOXINDOLE	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 CPD-15131	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 8-HYDROXYQUINOLINE	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 INDOLE-3-CARBOXALDEHYDE	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
